uData	0x810120
Missing mid-rear-left tire bone %s in model %s 	0x780170
Missing mid-front-right tire bone %s in model %s 	0x780170
Missing mid-front-left tire bone %s in model %s 	0x780170
Missing rear-left tire bone %s in model %s 	0x780170
Missing front-right tire bone %s in model %s 	0x780170
Missing front-left tire bone %s in model %s 	0x780170
APT:%s	0x787710
dropShadow	0x787710
apt_%s_%d.tga	0x788460
%d->%d	0x788460
l %f:%f:%f:%f	0x788a30
t %f:%f:%f:%f:%f:%f	0x788a30
s l:%f:%d:%d:%d:%d	0x788a30
s s:%d:%d:%d:%d	0x788a30
s t%c:%d:%d:%d:%d:%d:%f:%f:%f:%f:%f:%f	0x788a30
_geometry/	0x789010
%s.const	0x7892f0
BorderBottomShort	0x78d810
BorderBottom	0x78d810
BorderRightShort	0x78d810
BorderRight	0x78d810
BorderTopShort	0x78d810
BorderTop	0x78d810
BorderLeftShort	0x78d810
BorderLeft	0x78d810
BorderCornerLR	0x78d810
BorderCornerLL	0x78d810
BorderCornerUR	0x78d810
BorderCornerUL	0x78d810
 top: start=%d,%d, end=%d,%d	0x791730
   bsX = %d, beX = %d (%d < %d+%d or %d?)	0x791730
 Highlighted: (%d,%d) -> (%d,%d), step %d/%g, full %d/%d	0x791730
 s= %d <--> %d, numTicks=%g, pos = %d	0x791730
 origin: %d,%d size:%d,%d	0x791730
mult:%g/%g, img offset:%d,%d	0x791730
Cameo_push	0x795140
FrameCornerLR	0x79bca0
FrameCornerLL	0x79bca0
FrameCornerUR	0x79bca0
FrameCornerUL	0x79bca0
FrameR	0x79bca0
FrameL	0x79bca0
FrameB	0x79bca0
FrameT	0x79bca0
RadarViewBoxEdge	0x79d9f0
palantir	0x79e112
SkyboxSettings	0x79f480,0x7a6120
ps.1.1     tex t0 ;get water texture    tex t1 ;get white highlights on black background    tex t2 ;get white highlights with more tiling    tex t3 ; get black shroud     mul r0,v0,t0 ; blend vertex color and alpha into base texture.     mad r0.rgb, t1, t2, r0 ; blend sparkles and noise     mul r0.rgb, r0, t3 ; blend in black shroud     ; 	0x7a0500
ps.1.1     tex t0     tex t1     texbem t2, t1 ; use t1 as env map adjustment on t2.    mul r0,v0,t0 ; blend vertex color into t0.     mul r1.rgb,t2,c0 ; reduce t2 (environment mapped reflection) by constant    add r0.rgb, r0, r1	0x7a0500
ps.1.1     tex t0     tex t1     tex t2     tex t3    mul r0,v0,t0 ; blend vertex color into t0.     mul r1, t1, t2 ; mul    add r0.rgb, r0, t3    +mul r0.a, r0, t3    add r0.rgb, r0, r1    +mul r0.a, r0, c1 	0x7a0500
shaders\wave.vso	0x7a0500
shaders\wave.pso	0x7a0500
new_skybox	0x7a5200
TSMoonLarg.tga	0x7a5200
caustS%.2d.tga	0x7a5200
caust%.2d.tga	0x7a5200
SurfaceTest.tga	0x7b93e0
). Either reduce the geometric complexity or have engineering increase SHADOW_INDEX_SIZE. Unless this is fixed the given object will not have a volumetric shadow. [mh]	0x7bc270
 has too many indices (	0x7bc270
). Either reduce the geometric complexity or have engineering increase SHADOW_VERTEX_SIZE. Unless this is fixed the given object will not have a volumetric shadow. [mh]	0x7bc270
 with a limit of 	0x7bc270
 has too many vertices (	0x7bc270
Shadow geometry for 	0x7bc270
SHADOW	0x7c2f20
shaders\fterrainnoise2.pso	0x7c7dc0
shaders\fterrainnoise.pso	0x7c7dc0
shaders\fterrain0.pso	0x7c7dc0
shaders\terraintaint2.pso	0x7c7dc0
shaders\terraintaint.pso	0x7c7dc0
shaders\fterrain.pso	0x7c7dc0
shaders\unlitnormalextrusion.vso	0x7cbd90
shaders\monochrome.pso	0x7d0af0
circleFade.tga	0x7d2390
shaders\monochromezoom.nvp	0x7d2390
exmask_g.tga	0x7d3760
shaders\hilightfilter.pso	0x7d6bf0
shaders\hilightfilter.vso	0x7d6bf0
shaders\terrainnoise2.pso	0x7e1f60
shaders\terrainnoise.pso	0x7e1f60
shaders\terrain.pso	0x7e1f60
Non-Localized Path	0x7e4d40
Localized Path	0x7e4d40
Lang/%s/Data/Movies/	0x7e4d40
Mod Path	0x7e4d40
%s%s\	0x7e4d40
Data\Movies	0x7e4d40
' was requested but can't be found. 	0x7e5080
A movie named '	0x7e5080
Could not open VP6 video file for %s - %s.	0x7e5080
%s%s.%s	0x7e5080
_Music	0x7e5420
strlen(src) < dstSize	0x7eae30,0x7e8640
..\..\source\include\fesl/internal/util.h	0x7eae30,0x7e8640
%hu.%hu.%hu.%hu	0x7e8760
\views\feslbuild_main\jabba\fesl\source\address.cpp	0x7e8760
0000000000000000111111111111111122222222222222223333333333333333444444444444444455555555555555556666666666666666777777777777777788888888888888889999999999999999aaaaaaaaaaaaaaaabbbbbbbbbbbbbbbbccccccccccccccccddddddddddddddddeeeeeeeeeeeeeeeeffffffffffffffff	0x7e8d30
0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef	0x7e8d30
%I64d	0x7fc550,0x7e8930,0x7e8e90,0x800040
countryList.%d.registrationAgeLimit	0x7e8f20
countryList.%d.parentalControlAgeLimit	0x7e8f20
countryList.%d.ISOCode	0x7e8f20
countryList.%d.description	0x7e8f20
names.%d	0x7e90c0,0x7e91d0
errorContainer.%d.fieldError	0x7e9130
errorContainer.%d.fieldName	0x7e9130
subAccounts.%d	0x7e9240
password	0x7e9810,0x7e93c0,0x7e9760
encryptedInfo	0x7e9760
thirdPartyMailFlag	0x7e99f0,0x7e9900,0x7e93c0
eaMailFlag	0x7e99f0,0x7e9900,0x7e93c0
parentalEmail	0x7e9900,0x7e93c0
countryCode	0x7e9900,0x7e93c0
DOBYear	0x7e93c0
DOBMonth	0x7e93c0
DOBDay	0x7e93c0
email	0x8f0780,0x8ee4d0,0x7e9900,0x7e93c0,0x7e9520
keywords.[]	0x7e96b0,0x7e9600
keywords.%d	0x7e96b0,0x7e9600
maxSuggestions	0x7e96b0,0x7e9600
platform	0x7e9760
newPassword	0x7e9810
\views\feslbuild_main\jabba\fesl\source\servicehub.cpp	0x7ea590,0x7ea550,0x7ea6f0
mFeslNaming == 0	0x7ea6f0
mFeslConn == 0	0x7ea6f0
mMessengerConn == 0	0x7ea6f0
mTheaterConn == 0	0x7ea6f0
mSharedConn == 0	0x7ea6f0
mTheaterConnTransactor == 0	0x7ea6f0
mMessengerConnTransactor == 0	0x7ea6f0
mFeslConnTransactor == 0	0x7ea6f0
mConnectService == 0	0x7ea6f0
mAccountService == 0	0x7ea6f0
mRankingService == 0	0x7ea6f0
mRecordService == 0	0x7ea6f0
mClubService == 0	0x7ea6f0
mMessengerService == 0	0x7ea6f0
mTheaterService == 0	0x7ea6f0
mDemangler == 0	0x7ea6f0
mGameBrowser == 0	0x7ea6f0
!ServiceHubImpl::gInstance	0x7eb1c0
\views\feslbuild_main\jabba\fesl\source\hubsingle.cpp	0x7eb1c0
0000000000000000111111111111111122222222222222223333333333333333444444444444444455555555555555556666666666666666777777777777777788888888888888889999999999999999aaaaaaaaaaaaaaaabbbbbbbbbbbbbbbbccccccccccccccccddddddddddddddddeeeeeeeeeeeeeeeeffffffffffffffff0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef	0x7ed850,0x7ed0e0,0x7ed470,0x7ece60
@ABCDEFGHIJKLMNOPQRSTUVWXYZ0123	0x7ecaf0
no FESL allocator defined 	0x7f0030,0x7f0000,0x7effc0
attributes.%d.value	0x7f3870,0x7f3980,0x7f3b50,0x7f3c50,0x7f1220,0x7f14b0,0x7f03c0
attributes.%d.key	0x7f3870,0x7f3980,0x7f3b50,0x7f3c50,0x7f03c0
blobId	0x7f14b0,0x7f0d40,0x7f10b0,0x7f1000,0x7f1050,0x7f1100
content	0x7f1400,0x7f04b0
\views\feslbuild_main\jabba\fesl\source\blobservice.cpp	0x7f1400,0x7f04b0
--- out of memory 	0x7f1400,0x7f04b0
updateDate	0x7f0d40
ownerType	0x7f3170,0x7f2a50,0x7f2c10,0x7f2fa0,0x7f1800,0x7f1220,0x7f0d40,0x7f30f0,0x7f2b70
longDescription	0x7f1220,0x7f14b0,0x7f0d40
shortDescription	0x7f1220,0x7f14b0,0x7f0d40
version	0x7f1220,0x7f14b0,0x7f0d40
reviewCount	0x7f0d40
rating	0x7f0d40,0x7f1050
downloadCount	0x7f14b0,0x7f0d40
creator	0x7f1220,0x7f14b0,0x7f0d40
createDate	0x7f0d40
iconId	0x7f1220,0x7f14b0,0x7f0d40
formatType	0x7f1220,0x7f14b0,0x7f0d40
ownerId	0x7f1800,0x7f1220,0x7f0d40
attributes.%d.type	0x7f1220,0x7f14b0
attributes.%d.name	0x7f1220,0x7f14b0
attributes.[]	0x7f3870,0x7f3980,0x7f3b50,0x7f3c50,0x7f1220,0x7f14b0
removeAttributes.%d	0x7f14b0
removeAttributes.[]	0x7f14b0
searchAttributes.%d.type	0x7f1800
searchAttributes.%d.value	0x7f1800
searchAttributes.%d.name	0x7f1800
searchAttributes.[]	0x7f1800
maxRecords	0x7f1800
sizeMax	0x7f1800
sizeMin	0x7f1800
nameWildcardMatch	0x7f1800
nameCaseSensitive	0x7f1800
updateDateEnd	0x7f1800
updateDateStart	0x7f1800
createDateEnd	0x7f1800
createDateStart	0x7f1800
%02d/%02d/%4d	0x7f1800
reputations.%d.Score	0x7f1c90
reputations.%d.UserId	0x7f1c90
users.[]	0x7f1e00
users.%d	0x7f1e00
message	0x8a4960
targetIds.[]	0x7f2010
targetIds.%d	0x7f2010
chatLog.[]	0x7f2080
chatLog.%d.chat	0x7f2080
chatLog.%d.userId	0x7f2080
sessionId	0x7f2210,0x7f26e0,0x7f2720,0x7f2760
endDate	0x7f25a0
startDate	0x7f25a0
numberOfReporters	0x7f26a0
value	0xa838dd,0x7f2760
u.%d.s.[]	0x7f27c0
u.%d.s.%d.t	0x7f27c0
u.%d.s.%d.v	0x7f27c0
u.%d.s.%d.k	0x7f27c0
u.%d.s.%d.ut	0x7f27c0
u.%d.ot	0x7f27c0
u.%d.o	0x7f27c0
keys.[]	0x7f2a50,0x7f2c10
keys.%d	0x7f2a50,0x7f2c10
periodPast	0x7f2a50,0x7f2c10,0x7f2b70
periodId	0x7f2a50,0x7f2c10,0x7f2b70,0x7f2d10
owner	0x7f3c50,0x7f3170,0x7f2a50,0x7f2fa0,0x7f30f0
maxRank	0x7f2c10,0x7f2b70
minRank	0x7f2c10,0x7f2b70
Values.%d.Value	0x7f2ea0
Values.%d.Key	0x7f2ea0
values.%d.value	0x7f3170,0x7f2fa0
values.%d.key	0x7f3170,0x7f2fa0
values.[]	0x7f3170,0x7f2fa0
recordName	0x7f3170,0x7f2fa0,0x7f30f0
remove.%d	0x7f3170
remove.[]	0x7f3170
Clubs.%d.UserState	0x7f3440
Clubs.%d.State	0x7f3440
Clubs.%d.Access	0x7f3440
Clubs.%d.Description	0x7f3440
Clubs.%d.Name	0x7f3440
Clubs.%d.ClubId	0x7f3440
Attributes.%d.Value	0x7f35d0
Attributes.%d.Key	0x7f35d0
Members.%d.MemberAttributes.%d.Value	0x7f3670
Members.%d.MemberAttributes.%d.Key	0x7f3670
Members.%d.State	0x7f3710
Members.%d.UserId	0x7f3710
Members.%d.Name	0x7f3710
state	0x7f3870,0x7f3c50,0x7f3a80,0x7f3ea0,0x7f3f90
access	0x7f3870,0x7f3c50
userId	0x7f3980,0x7f3b50,0x7f3a80,0x7f3af0,0x7f3ea0
clubId	0x7f3980,0x7f3b50,0x7f3c50,0x7f3a80,0x7f3af0,0x7f3e50,0x7f3f90,0x7f3f40
removeKeys.%d	0x7f3c50
removeKeys.[]	0x7f3c50
lookupString	0x7f3ea0
memberOnly	0x7f3ea0
addressRemapping	0x7f4130
messengerIp	0x7f4130
theaterIp	0x7f4130
messengerPort	0x7f4130
theaterPort	0x7f4130
reason	0x7f41b0
clientType	0x7f4240
fragmentSize	0x7f4240
protocolVersion	0x7f4240
SDKVersion	0x7f4240
clientVersion	0x7f4240
clientPlatform	0x7f4240
clientString	0x7f4240
%s %s %s,	0x7f45e0
10.40.0.0 255.255.0.0 45410000,159.153.224.0 255.255.240.0 45410000	0x7f45e0
\views\feslbuild_main\jabba\fesl\source\ariesudp.cpp	0x7f49e0,0x7f4bb0
Error: no shared socket registered.	0x7f49e0
pos < MAX_UDP_PACKET_LEN	0x7f49e0
length >= (int)fap.mSize	0x7f4bb0
NUM-REGIONS	0x7f4e20,0x803b60,0x7f7980
NUM-PLAYERS	0x7f4e50
NUM-GAMES	0x7f4f90,0x809520,0x7f4ef0,0x7f4e50
LOCALE	0x7f4ef0,0x7f4e50,0x7fc170
NUM-LOBBIES	0x803bf0,0x7f7a60
MAX-GAMES	0x7f4ef0
FAVORITE-PLAYERS	0x7f4ef0
FAVORITE-GAMES	0x7f4ef0
PASSING	0x7f4ef0
LOBBY-NUM-GAMES	0x7f4f90
LOBBY-MAX-GAMES	0x7f4f90
SECRET	0x7fc550,0x804080,0x800d60,0x7fcea0,0x7f5080
MAX-PLAYERS	0x7fc550,0x803620,0x804080,0x7f5080
REASON	0x7fcb10,0x7fc020,0x7f5120,0x809c60,0x803730,0x7f7c70,0x809e40,0x7fccc0
TICKET	0x7fc020,0x809c60,0x7f51d0,0x809e40
mState == GameBrowserStateLoggingIn	0x7f5720
\views\feslbuild_main\jabba\fesl\source\gamebrowser\gamebrowser.cpp	0x7f72d0,0x7f6260,0x7f6520,0x7f5c30,0x7f5f00,0x7f5720,0x7f7da0,0x7f7640,0x7f63f0,0x7f5920,0x7f5d10
!mHostedGame	0x7f5920
hp->GetState() == HostedPlayerStateRequestingApproval	0x7f5c30
hp->GetState() == HostedPlayerStatePendingActive	0x7f5d10
mState == GameBrowserStateConnectingProtocol	0x7f6260
mPlayer	0x7f63f0
demangler.ea.com	0x7f8790
mState == DEMANGLER_READY	0x7f8790
\views\feslbuild_main\jabba\fesl\source\demangler.cpp	0x7f8790
0123456789abcdefdecodedSize	0x7f89f0
conn made 	0x7f9140
conn broken 	0x7f9170
conn err %d 	0x7f91a0
%s%.120s	0x7f91d0
0x%08x 	0x7f91d0
0x%02x%02x%02x%02x 	0x7f91d0
%c%c%c%c 	0x7f91d0
<-[bad]	0x7f9d00
\views\feslbuild_main\jabba\fesl\source\transactor.cpp	0x7f96c0,0x7f97b0,0x7f94d0
Received serviceless TXN: %s 	0x7f96c0
result	0x7f97b0
(len & 0x3) == 0	0x7f97b0
tid %d state is wacky 	0x7f9d00
tid %d not found 	0x7f9d00
--- ignored timeout 	0x7fa170
--- timeout of Nonblock request 	0x7fa170
--- timeout of Block request 	0x7fa170
fesl.ea.com	0x7fa6c0
GROUP	0x7fb390,0x7fb550,0x7fb4b0,0x7fb620,0x7fb6d0
FAV-GAME-UID	0x7fc290,0x7fc3b0,0x80a940,0x8099a0,0x80a280
FAV-PLAYER-UID	0x7fc290,0x7fc3b0
FAV-GAME	0x7fc290,0x7fc3b0
FAV-PLAYER	0x7fc290,0x7fc3b0
FILTER-ATTR-%s	0x7fc290,0x7fc3b0
FILTER-MIN-SIZE	0x7fc290,0x7fc3b0
FILTER-NOT-PRIVATE	0x7fc290,0x7fc3b0
FILTER-NOT-FULL	0x7fc290,0x7fc3b0
FILTER-FAV-ONLY	0x7fc290,0x7fc3b0
COUNT	0x7fc3b0
RESERVE-TIMEOUT	0x7fc550
RESERVE-IDS	0x7fc550
PASSWORD	0x7fc550
RESERVE-HOST	0x7fc550
START	0x7fca40
ALLOWED	0x7fcb10,0x803730
Illegal	0x7fccc0
Cheating	0x7fccc0
Harassment	0x7fccc0
ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/	0x7ff100
%3s-%d-%d	0x7ff530
\views\feslbuild_main\jabba\fesl\source\util.cpp	0x7fffd0,0x800040,0x800170,0x8002c0,0x8003f0,0x800460
mBuffer	0x8002c0
mGameBrowser->IsInternetConnected()	0x8006c0
\views\feslbuild_main\jabba\fesl\source\gamebrowser\gamebrowserdemangler.cpp	0x800cd0,0x8006c0,0x800a40
addr->GetType() == AddressInternet	0x800a40
mNumProbes >= 0	0x800cd0
hpstate: %d -> %d 	0x8022a0
mNumPendingRequests == 0	0x802f50
mPendingQueue == 0	0x802f50
mProtoPingRef == 0	0x802f50
\views\feslbuild_main\jabba\fesl\source\gamebrowser\gamebrowserpinger.cpp	0x803110,0x803260,0x803320,0x802f50
index >= 0 && index < mNumPendingRequests	0x803260
%032x	0x808920
!mLanGames[0]	0x808cb0
\views\feslbuild_main\jabba\fesl\source\gamebrowser\lantheateremulator.cpp	0x80ab50,0x8099a0,0x809c60,0x8097d0,0x808cb0,0x808ed0,0x809e40
mGdatBuffer	0x808ed0
B-%.60s	0x8091c0
D-%.60s	0x809330
P-%.60s	0x809400
IP-LAN	0x809c60
lanPlayer	0x809c60
!players[pindex]	0x809e40
mHostedLanGame	0x809e40
lan game closed 	0x809e40
lan game full 	0x809e40
Data/%s/Movies/	0x81c7e0
Data\INI\Video.ini	0x81cb30
Data\INI\Default\Video.ini	0x81cb30
Could not locate SubTitleManager for %s	0x81de40,0x81d600
LineTable values must be in the range (0.0 - 1.0) must increase in value. %s line %d	0x81d600
Could not get SubTitleMgr * for %s on line %d	0x81d7c0
Index out of range in SubTitleManager::GetStartFrame.	0x81d890
Expected subtitle EndFrame value for EndFrame: not found in %s on line %d	0x81de40
Subtitle EndFrame must be greater than 0 in %s on line %d	0x81de40
Expected subtitle StartFrame value for StartFrame: not found in %s on line %d	0x81de40
Expected subtitle line value for Line: not found in %s on line %d	0x81de40
Expected subtitle alignment type not found in %s on line %d	0x81de40
Expected subtitle style type not found in %s on line %d	0x81de40
color value %s=%i out of range (0..255) in %s on line %d	0x81de40
Subtitle StartFrame must be greater than 0 in %s on line %d	0x81de40
Subtitle Line value %d out of range (%d..%d) in %s on line %d	0x81de40
Align	0x81de40
Invalid text label while parsing %s on line %d	0x81de40
Label	0x81de40
1.1.4	0x81ee80,0xaae6a8,0xaac594,0xa63abc,0xa63bb0,0x821dd0,0x824950
need dictionary	0xaaea1a,0x824d30
incorrect data check	0xaaea1a,0x824d30
incorrect header check	0xaaea1a,0x824d30
invalid window size	0xaaea1a,0x824d30
unknown compression method	0xaaea1a,0x824d30
buffer error	0xaad683,0x8233e0
insufficient memory	0xaae6a8,0x824950
stream error	0xaad683,0x8233e0
invalid distance code	0xad513f,0x82a9b0
invalid literal/length code	0xad513f,0x82a9b0
incomplete dynamic bit lengths tree	0xad4e8a,0x82a610
oversubscribed dynamic bit lengths tree	0xad4e8a,0x82a610
incomplete literal/length tree	0xad4f03,0x82a6c0
oversubscribed literal/length tree	0xad4f03,0x82a6c0
empty distance tree with lengths	0xad4f03,0x82a6c0
incomplete distance tree	0xad4f03,0x82a6c0
oversubscribed distance tree	0xad4f03,0x82a6c0
 %s(%d): STL error : %s %s(%d): STL assertion failure:     %s  	0x82b350
%s(%d): STL assertion failure : %s 	0x82b320
 %s(%d): STL error: %s 	0x82b2f0
out of memory 	0x82b820
ios failure	0x83f9b0,0x83f0c0,0x83f1c0,0x83f140,0x83f3f0,0x83e8f0
0123456789abcdefx	0x835940,0x835800,0x835140,0x835660
0123456789ABCDEFX	0x835940,0x835800,0x835140,0x835660
%.2ld	0x846320
%a %b %e %H:%M:%S %Y	0x846f10
LC_MESSAGES=	0x84d3a0
LC_MONETARY=	0x84d3a0
LC_COLLATE=	0x84d3a0
LC_NUMERIC=	0x84d3a0
LC_TIME=	0x84d3a0
LC_CTYPE=	0x84d3a0
Expected additional data after '%s'	0x853050,0x852ac0,0x852a60,0x852b20,0x852ee0,0x852e00,0x8525c0,0x851050,0x850970,0x850b00
INTERNAL ERROR! scanIndexList: No name list provided!	0x8509e0
Token '%s' is not a valid member of the index list	0x8509e0
INTERNAL ERROR! scanLookupList: No name list provided!	0x850a70
Token '%s' is not a valid member of the lookup list	0x850a70
Expected '%s' but found '%s'	0x9d8f50,0x850b00
INTERNAL ERROR! parseBitString32: No flag list provided!	0x850e70
ENDSCRIPT	0x851230
    =:	0x851230
    =%%	0x851230
    =	0x851230
Unknown block '%s'.  Error parsing INI block '%s' in file '%s'.	0x853cb0,0x851350
Unknown error parsing INI block '%s' in file '%s'.	0x853dcd,0x85144d
%s  Error parsing INI block '%s' in file '%s'.	0x853d8d,0x85140b
NO_BLOCK	0x851350,0x853cb0
Unknown field '%s' in block '%s'.  Error parsing field '%s' in block '%s' in file '%s', line %i. 	0x8519c0
Unknown error parsing field '%s' in block '%s' in file '%s', line %i. 	0x851b04
%s  Error parsing field '%s' in block '%s' in file '%s', line %i. 	0x851a95
Missing '%s' token.  Error parsing block '%s' in file '%s', line %i. 	0x8519c0
INI::initFromINI - Invalid parameters supplied!	0x851910
invalid boolean token %s -- expected Yes or No	0x852550
Expected signed integer value or predefined macro, but found '%s'	0x852f50,0x852620
Expected unsigned integer value or predefined macro, but found '%s'	0x852680
Expected floating point value or predefined macro, but found '%s'	0x8526e0
expected '%s'	0x853050
can't omit value for color %s	0x853050
%s: Duplicate MACRO names. %s.	0x853610
%s: Error parsing MACRO. %s has no value	0x853610
%s: MACRO names must use UPPERCASE letters. %s.	0x853610
%s: MACROs not allowed in map.ini. %s.	0x853610
map.ini	0x853610
#define	0x853610
INI::load, cannot open file '%s' 	0x853610
INI::load, cannot open file '%s', file already open 	0x853610
0123456789abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ	0x854db0
Crypt	0x854e60
Software\GameSpy\GameSpy 3D\Registration	0x854e60
%s.available.gamespy.com	0x855000
55.255.255.255	0x856290,0x8565c0
%08X%04X	0x8557a0
final\\queryid\1.1	0x855e40
%s.master.gamespy.com	0x856290
publicport	0x856900
statechanged	0x856900
localport	0x856900
localip%d	0x856900
No challenge value was received from the master server.	0x856f60
Error starting CD Key check	0x8585f0
@@@GML %s/OLD	0x8591c0
%s_t%d	0x9d35e0,0x9d3530,0x9d3690
final	0x859f70
queryid	0x859f70
maxplayers	0x8648b0
numplayers	0x8648b0
(No Name)	0x85e420
Disconnected	0x8601f0
USER %s %s %s :%s	0x861e90
LOGIN %d * %s :%s@%s	0x8602b0
LOGIN %d %s %s	0x8602b0
LOGINPREAUTH %s %s	0x8602b0
QUIT :Later!	0x8603f0
NICK :%s	0x8604c0
ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789[]\`_^{|}-	0x861d40
MODE %s -q	0x860730
MODE %s +q	0x860730
CDKEY %s	0x8607a0
LIST %s	0x8608a0
JOIN %s %s	0x860920
PART %s :%s	0x8609b0
ATM %s :%s	0x861210,0x8609f0
UTM %s :%s	0x861210,0x8609f0
NOTICE %s :%s	0x861210,0x8609f0
PRIVMSG %s :%s	0x861210,0x8609f0
TOPIC %s :%s	0x860ae0
TOPIC %s	0x860b20
MODE %s %s	0x860bf0
MODE %s	0x860d10
MODE %s -k %s	0x860e30
MODE %s +k %s	0x860e30
MODE %s -l	0x860f30
MODE %s +l %d	0x860f30
NAMES %s	0x861130
WHO %s	0x861370
\%s\%s	0x9d59a0,0x8619f0
GETKEY %s %s 0 :	0x861860
SETCHANKEY %s :	0x8619f0
SETCKEY %s %s :	0x8619f0
GETCHANKEY %s %s 0 :	0x861ae0
GETCKEY %s %s %s 0 :	0x861ae0
NICK %s	0x861e20
USRIP	0x861ed0,0x86f660,0x86f7c0
CRYPT des %d %s	0x861ed0
preauth	0x861ed0
b_flags	0x863c00,0x866110,0x8659c0
\hostname\numwaiting\maxwaiting\numservers\numplayers	0x865280
0123456789abcdef	0x866a20,0x866ae0
aFl4uOD9sfWq1vGp	0x866ae0,0x866a20
qJ1h4N9cP3lzD0Ka	0x866a20,0x866ae0
#GPG!%d	0x866bf0
#GSP!%s!%c%s%c	0x866c10
X%sX|%d	0x866c80
Query Error: 	0x868a60
%s.ms%d.gamespy.com	0x867790
\echo\test	0x868cf0
\status\	0x869720,0x8ea600
\basic\\info\	0x869720
\final\	0x8f3210,0x8f1ee0,0x8f1340,0x8f0680,0x8f6b40,0x8f6000,0x869b20,0x8ee4d0,0x8eda20,0x8ed200,0x8ecee0,0x8ec130,0x8f3190,0x8f3460,0x8ea1a0,0x8ea600
\$flags$\	0x86b2f0
@@@NFO	0x86b360
NOTICE	0x860110
PRIVMSG	0x860110
Timed out	0x86c0c0
MODE %s +b *!*@%s	0x86f210
Generals	0x93c570
Internal error: calc_confidence called with an illegal number of scores 	0x873a40
                    :	0x873da0
** WARNING: The variation among the individual results is too large. 	0x873da0
 ** WARNING: The current test result is NOT 95 % statistically certain. 	0x873da0
0  1  0  0  1  1  1  1   1  1  1  1  0   1  0  0  0  1   1  0  0  0  1   1  1  1  1  0   1  0  0  0  0   1  0  0  0  0   1  0  0  0  0   0  1  0  1  0  0  0  0   0  1  1  1  0   1  0  0  0  1   1  0  0  0  1   1  0  0  0  1   1  0  1  0  1   1  0  0  1  1   0  1  1  1  1   0  1  0  1  0  0  0  1   1  1  1  1  0    1  0  0  0  1   1  0  0  0  1   1  1  1  1  0   1  0  1  0  0   1  0  0  1  0   1  0  0  0  1   0  1  0  1  0  0  1  0   0  1  1  1  1   1  0  0  0  0   1  0  0  0  0   0  1  1  1  0   0  0  0  0  1   0  0  0  0  1   1  1  1  1  0   0  1  0  1  0  0  1  1   1  1  1  1  1   0  0  1  0  0   0  0  1  0  0   0  0  1  0  0   0  0  1  0  0   0  0  1  0  0   0  0  1  0  0   0  1  0  1  0  1  0  0   1  0  0  0  1   1  0  0  0  1   1  0  0  0  1   1  0  0  0  1   1  0  0  0  1   1  0  0  0  1   0  1  1  1  0   0  1  0  1  0  1  0  1   1  0  0  0  1   1  0  0  0  1   0  1  0  1  0   0  1  0  1  0   0  1  0  1  0   0  1  0  1  0   0  0  1  0  0   0  1  0  1  0  1  1  0   1  0  0  0  1   1  0  0  0  1   1  0  0  0  1   1  0  1  0  1   1  0  1  0  1   1  0  1  0  1   0  1  0  1  0   0  1  0  1  0  1  1  1   1  0  0  0  1   0  1  0  1  0   0  1  0  1  0   0  0  1  0  0   0  1  0  1  0   0  1  0  1  0   1  0  0  0  1   0  1  0  1  1  0  0  0   1  0  0  0  1   0  1  0  1  0   0  1  0  1  0   0  0  1  0  0   0  0  1  0  0   0  0  1  0  0   0  0  1  0  0   0  1  0  1  1  0  0  1   1  1  1  1  1   0  0  0  1  0   0  0  0  1  0   0  0  1  0  0   0  1  0  0  0   0  1  0  0  0   1  1  1  1  1   0  1  0  1  1  0  1  0	0x8760a0
